,text,category,label
4548,bed room two darken,iot_hue_lightdim,iot_hue_lightdim
4549,please darken the lights,iot_hue_lightdim,iot_hue_lightdim
4550,lower lights please,iot_hue_lightdim,iot_hue_lightdim
4551,i want a lower light,iot_hue_lightdim,iot_hue_lightdim
4552,lower the light to forty percent,iot_hue_lightdim,iot_hue_lightdim
4553,i want dimmer lights,iot_hue_lightdim,iot_hue_lightdim
4554,please turn down the lights in the living room,iot_hue_lightdim,iot_hue_lightdim
4555,i want the lights less brighter,iot_hue_lightdim,iot_hue_lightdim
4556,system please dim lights to dull blue,iot_hue_lightdim,iot_hue_lightdim
4557,switch light to lowest level in dining area,iot_hue_lightdim,iot_hue_lightdim
4558,lower lights down,iot_hue_lightdim,iot_hue_lightdim
4559,its too bright in here,iot_hue_lightdim,iot_hue_lightdim
4560,lessen the the light glow,iot_hue_lightdim,iot_hue_lightdim
4561,turn my lights down to a lower level of brightness,iot_hue_lightdim,iot_hue_lightdim
4562,dim the lights in the living room,iot_hue_lightdim,iot_hue_lightdim
4563,dim the lighting in my living room,iot_hue_lightdim,iot_hue_lightdim
4564,this is too bright,iot_hue_lightdim,iot_hue_lightdim
4565,please lower the lights,iot_hue_lightdim,iot_hue_lightdim
4566,can you turn down the lights by twenty percent,iot_hue_lightdim,iot_hue_lightdim
4567,decrease brightness of lights,iot_hue_lightdim,iot_hue_lightdim
4568,lower the brightness of the lights,iot_hue_lightdim,iot_hue_lightdim
4569,dim my light,iot_hue_lightdim,iot_hue_lightdim
4570,lower the lighting,iot_hue_lightdim,iot_hue_lightdim
4571,lights down,iot_hue_lightdim,iot_hue_lightdim
4572,reduce the lights,iot_hue_lightdim,iot_hue_lightdim
4573,lower the lights in the house,iot_hue_lightdim,iot_hue_lightdim
4574,dim the garden light by half,iot_hue_lightdim,iot_hue_lightdim
4575,turn down lights,iot_hue_lightdim,iot_hue_lightdim
4576,make the lights less bright,iot_hue_lightdim,iot_hue_lightdim
4577,lower the lights in the house please,iot_hue_lightdim,iot_hue_lightdim
4578,please turn down the lights to fifty percent in the den,iot_hue_lightdim,iot_hue_lightdim
4579,reduce the brightness,iot_hue_lightdim,iot_hue_lightdim
4580,lower lights in kitchen,iot_hue_lightdim,iot_hue_lightdim
4581,please dim the overhead lights,iot_hue_lightdim,iot_hue_lightdim
4582,turn the lights down a bit,iot_hue_lightdim,iot_hue_lightdim
4583,will you dim all the lights,iot_hue_lightdim,iot_hue_lightdim
4584,please lower the lights a little bit,iot_hue_lightdim,iot_hue_lightdim
4585,dim the lights in the hall,iot_hue_lightdim,iot_hue_lightdim
4586,turn down the brightness,iot_hue_lightdim,iot_hue_lightdim
4587,lighter shade on the lights please,iot_hue_lightdim,iot_hue_lightdim
4588,these lights are too bright please lower them,iot_hue_lightdim,iot_hue_lightdim
4589,please dim the lights in the bedrooms,iot_hue_lightdim,iot_hue_lightdim
4590,dim all interior lights,iot_hue_lightdim,iot_hue_lightdim
4591,bring the lights down a bit,iot_hue_lightdim,iot_hue_lightdim
4592,can you lower the lights,iot_hue_lightdim,iot_hue_lightdim
4593,lower the brightness,iot_hue_lightdim,iot_hue_lightdim
4594,it is too bright in here dim the lights,iot_hue_lightdim,iot_hue_lightdim
4595,the lights are too bright,iot_hue_lightdim,iot_hue_lightdim
4596,decrease brightness,iot_hue_lightdim,iot_hue_lightdim
4597,please turn the lights down,iot_hue_lightdim,iot_hue_lightdim
4598,turn the lights down in the living room,iot_hue_lightdim,iot_hue_lightdim
4599,turn down the lights,iot_hue_lightdim,iot_hue_lightdim
4600,turn the lights down,iot_hue_lightdim,iot_hue_lightdim
4601,lower the lights in the room,iot_hue_lightdim,iot_hue_lightdim
4602,lights dim,iot_hue_lightdim,iot_hue_lightdim
4603,it is time to lower the kitchen lights,iot_hue_lightdim,iot_hue_lightdim
4604,dim the lights to level two,iot_hue_lightdim,iot_hue_lightdim
4605,adjust the lights to a lower setting please,iot_hue_lightdim,iot_hue_lightdim
4606,change the lights to dim,iot_hue_lightdim,iot_hue_lightdim
4607,give me some dim light,iot_hue_lightdim,iot_hue_lightdim
4608,lower the light level in my house,iot_hue_lightdim,iot_hue_lightdim
4609,darken the room a bit,iot_hue_lightdim,iot_hue_lightdim
4610,is it ok to lower the lights,iot_hue_lightdim,iot_hue_lightdim
4611,can we please lower the lights,iot_hue_lightdim,iot_hue_lightdim
4612,lower hallway lights,iot_hue_lightdim,iot_hue_lightdim
4613,reduce the intensity of lights,iot_hue_lightdim,iot_hue_lightdim
4614,lower lights in my room,iot_hue_lightdim,iot_hue_lightdim
4615,i would love a less bright up room,iot_hue_lightdim,iot_hue_lightdim
4616,minimize the light power,iot_hue_lightdim,iot_hue_lightdim
4617,lower the lights please,iot_hue_lightdim,iot_hue_lightdim
4618,give me low lighting in the kitchen,iot_hue_lightdim,iot_hue_lightdim
4619,lower brightness of lights,iot_hue_lightdim,iot_hue_lightdim
4620,color of light should be dimmed bright,iot_hue_lightdim,iot_hue_lightdim
4621,turn down the lights in the living room,iot_hue_lightdim,iot_hue_lightdim
4622,down the light power,iot_hue_lightdim,iot_hue_lightdim
4623,minimize the lights,iot_hue_lightdim,iot_hue_lightdim
4624,dim the living room lights,iot_hue_lightdim,iot_hue_lightdim
4625,turn the lights down to seven,iot_hue_lightdim,iot_hue_lightdim
4626,decrease lighting,iot_hue_lightdim,iot_hue_lightdim
4627,lower the light of hall percent,iot_hue_lightdim,iot_hue_lightdim
4628,dim lights in living room,iot_hue_lightdim,iot_hue_lightdim
4629,please lights less brighter,iot_hue_lightdim,iot_hue_lightdim
4630,reduce the light power,iot_hue_lightdim,iot_hue_lightdim
4631,reduce the strength of the bedroom lights,iot_hue_lightdim,iot_hue_lightdim
4632,dim the bedroom lights to half,iot_hue_lightdim,iot_hue_lightdim
4633,i need to turn the lights down,iot_hue_lightdim,iot_hue_lightdim
4634,lower lights now,iot_hue_lightdim,iot_hue_lightdim
4635,dim the lights,iot_hue_lightdim,iot_hue_lightdim
4636,reduce light intensity,iot_hue_lightdim,iot_hue_lightdim
4637,lower the intensity of light,iot_hue_lightdim,iot_hue_lightdim
4638,lower the overhead lights,iot_hue_lightdim,iot_hue_lightdim
4639,dim the lights in the bathroom,iot_hue_lightdim,iot_hue_lightdim
4640,lower the lights in the living room,iot_hue_lightdim,iot_hue_lightdim
4641,dim the lights down a bit,iot_hue_lightdim,iot_hue_lightdim
4642,darken,iot_hue_lightdim,iot_hue_lightdim
4643,please dim the lights,iot_hue_lightdim,iot_hue_lightdim
4644,may i ask you to dim the lights,iot_hue_lightdim,iot_hue_lightdim
4645,lower the lights a little more,iot_hue_lightdim,iot_hue_lightdim
4646,please dim the lights in the bedroom,iot_hue_lightdim,iot_hue_lightdim
4647,attenuate the lights,iot_hue_lightdim,iot_hue_lightdim
4648,could you dim the lights,iot_hue_lightdim,iot_hue_lightdim
4649,show me the dim colour,iot_hue_lightdim,iot_hue_lightdim
4650,darker lights please,iot_hue_lightdim,iot_hue_lightdim
4651,make a room darker,iot_hue_lightdim,iot_hue_lightdim
4652,dim lights,iot_hue_lightdim,iot_hue_lightdim
4653,nighttime mode,iot_hue_lightdim,iot_hue_lightdim
4654,turn off lights in my room,iot_hue_lightoff,iot_hue_lightoff
4655,turn the lights off,iot_hue_lightoff,iot_hue_lightoff
4656,shift the light off,iot_hue_lightoff,iot_hue_lightoff
4657,turn off bedroom light at nine thirty pm,iot_hue_lightoff,iot_hue_lightoff
4658,turn off this light,iot_hue_lightoff,iot_hue_lightoff
4659,office lights off,iot_hue_lightoff,iot_hue_lightoff
4660,please turn off all the lights outdoor,iot_hue_lightoff,iot_hue_lightoff
4661,turn lights off in kitchen,iot_hue_lightoff,iot_hue_lightoff
4662,please turn off the lights in this room,iot_hue_lightoff,iot_hue_lightoff
4663,lights off bathroom,iot_hue_lightoff,iot_hue_lightoff
4664,i want the lights turned off,iot_hue_lightoff,iot_hue_lightoff
4665,could you please turn off the overhead light in the kitchen,iot_hue_lightoff,iot_hue_lightoff
4666,turn room lights off now,iot_hue_lightoff,iot_hue_lightoff
4667,turn off lighting,iot_hue_lightoff,iot_hue_lightoff
4668,turn down the lights to medium,iot_hue_lightoff,iot_hue_lightoff
4669,shut the lights off in my bedroom please,iot_hue_lightoff,iot_hue_lightoff
4670,turn off the lights,iot_hue_lightoff,iot_hue_lightoff
4671,turn off my room lights,iot_hue_lightoff,iot_hue_lightoff
4672,turn bedroom lights off,iot_hue_lightoff,iot_hue_lightoff
4673,can you turn off the lights,iot_hue_lightoff,iot_hue_lightoff
4674,please turn lights off,iot_hue_lightoff,iot_hue_lightoff
4675,please turn the lights off,iot_hue_lightoff,iot_hue_lightoff
4676,shut off the lights in the kitchen,iot_hue_lightoff,iot_hue_lightoff
4677,turn room light off,iot_hue_lightoff,iot_hue_lightoff
4678,cut off the bathroom lights,iot_hue_lightoff,iot_hue_lightoff
4679,i want the light switched off can you do it for me,iot_hue_lightoff,iot_hue_lightoff
4680,can you turn my bathroom lights off,iot_hue_lightoff,iot_hue_lightoff
4681,turn the light off in the living room,iot_hue_lightoff,iot_hue_lightoff
4682,light off now,iot_hue_lightoff,iot_hue_lightoff
4683,turn off lights in bedroom,iot_hue_lightoff,iot_hue_lightoff
4684,turn the living rooms lights off,iot_hue_lightoff,iot_hue_lightoff
4685,did i leave the light on in the garage,iot_hue_lightoff,iot_hue_lightoff
4686,can you turn off one of my lights in my bathroom,iot_hue_lightoff,iot_hue_lightoff
4687,please turn the lights off in the bathroom,iot_hue_lightoff,iot_hue_lightoff
4688,turn the room light off,iot_hue_lightoff,iot_hue_lightoff
4689,please turn off all the lights in my house,iot_hue_lightoff,iot_hue_lightoff
4690,please turn off the porch light,iot_hue_lightoff,iot_hue_lightoff
4691,can you please turn off the light of my bed room,iot_hue_lightoff,iot_hue_lightoff
4692,i want the light in the kitchen powered off,iot_hue_lightoff,iot_hue_lightoff
4693,switch off all lights,iot_hue_lightoff,iot_hue_lightoff
4694,assistant please turn the lights off,iot_hue_lightoff,iot_hue_lightoff
4695,turn off lobby light,iot_hue_lightoff,iot_hue_lightoff
4696,please turn off any lights that are still on,iot_hue_lightoff,iot_hue_lightoff
4697,shut down the garage light and set the den light to orange please,iot_hue_lightoff,iot_hue_lightoff
4698,turn off the living room light,iot_hue_lightoff,iot_hue_lightoff
4699,lights off in the kitchen please,iot_hue_lightoff,iot_hue_lightoff
4700,please shut the lights,iot_hue_lightoff,iot_hue_lightoff
4701,turn the lights off now,iot_hue_lightoff,iot_hue_lightoff
4702,put the lights off now,iot_hue_lightoff,iot_hue_lightoff
4703,turn off the light of my bed room please,iot_hue_lightoff,iot_hue_lightoff
4704,i need you to turn off the light of my bed room,iot_hue_lightoff,iot_hue_lightoff
4705,hey turn off the light please,iot_hue_lightoff,iot_hue_lightoff
4706,it's too bright in here can you turn a light off,iot_hue_lightoff,iot_hue_lightoff
4707,lights turn off,iot_hue_lightoff,iot_hue_lightoff
4708,please turn off right side of light,iot_hue_lightoff,iot_hue_lightoff
4709,turn lights off in living room,iot_hue_lightoff,iot_hue_lightoff
4710,turn off the room lights,iot_hue_lightoff,iot_hue_lightoff
4711,put out the lights,iot_hue_lightoff,iot_hue_lightoff
4712,switch off the master's bedroom,iot_hue_lightoff,iot_hue_lightoff
4713,control lights turn off room lights,iot_hue_lightoff,iot_hue_lightoff
4714,turn this room light off,iot_hue_lightoff,iot_hue_lightoff
4715,please turn off the light of the bathroom,iot_hue_lightoff,iot_hue_lightoff
4716,turn off the lights in this room please,iot_hue_lightoff,iot_hue_lightoff
4717,turn off all the lights in the living room and den,iot_hue_lightoff,iot_hue_lightoff
4718,turn the lamp off,iot_hue_lightoff,iot_hue_lightoff
4719,light off,iot_hue_lightoff,iot_hue_lightoff
4720,turn all the lights off,iot_hue_lightoff,iot_hue_lightoff
4721,please turn off the lights,iot_hue_lightoff,iot_hue_lightoff
4722,turn off the office lights,iot_hue_lightoff,iot_hue_lightoff
4723,turn off light,iot_hue_lightoff,iot_hue_lightoff
4724,turn off the dining room,iot_hue_lightoff,iot_hue_lightoff
4725,switch off kitchen lights,iot_hue_lightoff,iot_hue_lightoff
4726,i dont need light,iot_hue_lightoff,iot_hue_lightoff
4727,turn off the bedroom lamp,iot_hue_lightoff,iot_hue_lightoff
4728,turn off the living room lights,iot_hue_lightoff,iot_hue_lightoff
4729,turn off all the lights,iot_hue_lightoff,iot_hue_lightoff
4730,turn off living room lights,iot_hue_lightoff,iot_hue_lightoff
4731,can you turn off kitchen light for me,iot_hue_lightoff,iot_hue_lightoff
4732,turn off the kitchen lights,iot_hue_lightoff,iot_hue_lightoff
4733,make the lights off,iot_hue_lightoff,iot_hue_lightoff
4734,please turn off only right side light,iot_hue_lightoff,iot_hue_lightoff
4735,turn off the closet light,iot_hue_lightoff,iot_hue_lightoff
4736,turn off kitchen light,iot_hue_lightoff,iot_hue_lightoff
4737,turn off light in bedroom,iot_hue_lightoff,iot_hue_lightoff
4738,bed room two switch off the lights,iot_hue_lightoff,iot_hue_lightoff
4739,turn off the bathroom light,iot_hue_lightoff,iot_hue_lightoff
4740,good night lights off,iot_hue_lightoff,iot_hue_lightoff
4741,turn the light off,iot_hue_lightoff,iot_hue_lightoff
4742,switch the lights off,iot_hue_lightoff,iot_hue_lightoff
4743,can you turn off the living room lights,iot_hue_lightoff,iot_hue_lightoff
4744,turn off the lights please,iot_hue_lightoff,iot_hue_lightoff
4745,can you please off the light,iot_hue_lightoff,iot_hue_lightoff
4746,shift the balcony light to off,iot_hue_lightoff,iot_hue_lightoff
4747,turn lights off,iot_hue_lightoff,iot_hue_lightoff
4748,turn off one light on porch,iot_hue_lightoff,iot_hue_lightoff
4749,cut the lights off,iot_hue_lightoff,iot_hue_lightoff
4750,please turn off the light in the upstairs bedroom,iot_hue_lightoff,iot_hue_lightoff
4751,please turn bedroom lights off,iot_hue_lightoff,iot_hue_lightoff
4752,switch the lights to off,iot_hue_lightoff,iot_hue_lightoff
4753,please turn off the lights in bedroom,iot_hue_lightoff,iot_hue_lightoff
4754,i want the light to be switched off,iot_hue_lightoff,iot_hue_lightoff
4755,turn off the bathroom lights,iot_hue_lightoff,iot_hue_lightoff
4756,please shut off the kitchen lights,iot_hue_lightoff,iot_hue_lightoff
4757,cease operating lights,iot_hue_lightoff,iot_hue_lightoff
4758,turn off the garage light,iot_hue_lightoff,iot_hue_lightoff
4759,please set the lights off in the living room,iot_hue_lightoff,iot_hue_lightoff
4760,turn off the light,iot_hue_lightoff,iot_hue_lightoff
4761,turn off room lights,iot_hue_lightoff,iot_hue_lightoff
4762,lights off,iot_hue_lightoff,iot_hue_lightoff
4763,please turn off the lights in patio,iot_hue_lightoff,iot_hue_lightoff
4764,turn off garage light,iot_hue_lightoff,iot_hue_lightoff
4765,switch off the light,iot_hue_lightoff,iot_hue_lightoff
4766,by remote sensor,iot_hue_lightoff,iot_hue_lightoff
4767,turn off the lights in the living room please,iot_hue_lightoff,iot_hue_lightoff
4768,turn office lights off,iot_hue_lightoff,iot_hue_lightoff
4769,shut off the lights in the bedroom,iot_hue_lightoff,iot_hue_lightoff
4770,please turn off the lights in the bedroom,iot_hue_lightoff,iot_hue_lightoff
4771,shut off the lights,iot_hue_lightoff,iot_hue_lightoff
4772,turn off all lights,iot_hue_lightoff,iot_hue_lightoff
4773,turn light off,iot_hue_lightoff,iot_hue_lightoff
4774,can you please switch off the lights,iot_hue_lightoff,iot_hue_lightoff
4775,this room lights off,iot_hue_lightoff,iot_hue_lightoff
4776,please turn off kitchen light for me,iot_hue_lightoff,iot_hue_lightoff
4777,turn off the light in the kitchen,iot_hue_lightoff,iot_hue_lightoff
4778,turn off the lamps,iot_hue_lightoff,iot_hue_lightoff
4779,turn house lights off,iot_hue_lightoff,iot_hue_lightoff
4780,turn my bedroom lights off,iot_hue_lightoff,iot_hue_lightoff
4781,can you please turn off the lights in this room,iot_hue_lightoff,iot_hue_lightoff
4782,turn off the lamp in the living room,iot_hue_lightoff,iot_hue_lightoff
4783,turn off the upstairs lights,iot_hue_lightoff,iot_hue_lightoff
4784,turn off lights in all bathrooms,iot_hue_lightoff,iot_hue_lightoff
4785,turn off the light in the living room,iot_hue_lightoff,iot_hue_lightoff
4786,turns my son's room lights off,iot_hue_lightoff,iot_hue_lightoff
4787,switch off light,iot_hue_lightoff,iot_hue_lightoff
4788,turn lights off in bedroom,iot_hue_lightoff,iot_hue_lightoff
4789,can you turn my bedroom lights off,iot_hue_lightoff,iot_hue_lightoff
4790,kindly switch off the light in the drawing hall,iot_hue_lightoff,iot_hue_lightoff
4791,close the light,iot_hue_lightoff,iot_hue_lightoff
4792,please turn off the light,iot_hue_lightoff,iot_hue_lightoff
4793,turn off the light in the bathroom,iot_hue_lightoff,iot_hue_lightoff
4794,time to sleep,iot_hue_lightoff,iot_hue_lightoff
4795,turn the lights off in the bedroom,iot_hue_lightoff,iot_hue_lightoff
4796,can you make the lights go out,iot_hue_lightoff,iot_hue_lightoff
4797,switch off the light on the left,iot_hue_lightoff,iot_hue_lightoff
4798,turn off bedroom lights in ten seconds,iot_hue_lightoff,iot_hue_lightoff
4799,could you turn off light,iot_hue_lightoff,iot_hue_lightoff
4800,please turn off the lamp,iot_hue_lightoff,iot_hue_lightoff
4801,light off living room,iot_hue_lightoff,iot_hue_lightoff
4802,bed room two lights off,iot_hue_lightoff,iot_hue_lightoff
4803,turn off smart lamp in den,iot_hue_lightoff,iot_hue_lightoff
4804,please turn off kitchen light,iot_hue_lightoff,iot_hue_lightoff
4805,all lights has to be turned off during the day,iot_hue_lightoff,iot_hue_lightoff
4806,turn all lights off during the day,iot_hue_lightoff,iot_hue_lightoff
4807,turn off my bedside lamp please,iot_hue_lightoff,iot_hue_lightoff
4808,turn off one light in my bedroom,iot_hue_lightoff,iot_hue_lightoff
4809,please switch off the light,iot_hue_lightoff,iot_hue_lightoff
4810,desk lamp one off,iot_hue_lightoff,iot_hue_lightoff
4811,shut off lights,iot_hue_lightoff,iot_hue_lightoff
4812,off lights,iot_hue_lightoff,iot_hue_lightoff
4813,turn off the lights in the bedroom,iot_hue_lightoff,iot_hue_lightoff
4814,shutoff light in the kitchen,iot_hue_lightoff,iot_hue_lightoff
4815,turn the security light off,iot_hue_lightoff,iot_hue_lightoff
4816,bedroom light off,iot_hue_lightoff,iot_hue_lightoff
4817,please turn off all the lights in the house,iot_hue_lightoff,iot_hue_lightoff
4818,turn the lights off to my room,iot_hue_lightoff,iot_hue_lightoff
4819,please turn off the light of my son's room,iot_hue_lightoff,iot_hue_lightoff
4820,turn off overhead light,iot_hue_lightoff,iot_hue_lightoff
4821,turn the kitchen lights off,iot_hue_lightoff,iot_hue_lightoff
4822,turn lights in the room off,iot_hue_lightoff,iot_hue_lightoff
4823,by switch off,iot_hue_lightoff,iot_hue_lightoff
4824,turn off the lights in the living room,iot_hue_lightoff,iot_hue_lightoff
4825,will you please turn the lights off,iot_hue_lightoff,iot_hue_lightoff
4826,turn off lights,iot_hue_lightoff,iot_hue_lightoff
4827,turn off the nearest light to me,iot_hue_lightoff,iot_hue_lightoff
4828,no lights,iot_hue_lightoff,iot_hue_lightoff
4829,hey turn on disco lights in my apartment and let the party begin,iot_hue_lighton,iot_hue_lighton
4830,overhead lights on please,iot_hue_lighton,iot_hue_lighton
4831,switch on light,iot_hue_lighton,iot_hue_lighton
4832,please turn the lights on,iot_hue_lighton,iot_hue_lighton
4833,turn on the lights that are outdoors,iot_hue_lighton,iot_hue_lighton
4834,i can't see anything,iot_hue_lighton,iot_hue_lighton
4835,it is dark,iot_hue_lighton,iot_hue_lighton
4836,clap on,iot_hue_lighton,iot_hue_lighton
4837,i want to turn on the blue lights,iot_hue_lighton,iot_hue_lighton
4838,turn on hall lights,iot_hue_lighton,iot_hue_lighton
4839,turn the lights on,iot_hue_lighton,iot_hue_lighton
4840,turn the lights on brighter,iot_hue_lighton,iot_hue_lighton
4841,it's too dark here,iot_hue_lighton,iot_hue_lighton
4842,it's too dark i can't even see my hands,iot_hue_lighton,iot_hue_lighton
4843,turn on the lights,iot_hue_lighton,iot_hue_lighton
4844,turn on the lamp,iot_hue_lighton,iot_hue_lighton
4845,please turn on the lights in my house,iot_hue_lighton,iot_hue_lighton
4846,lights out,iot_hue_lighton,iot_hue_lighton
4847,please turn on all the outdoor lights,iot_hue_lighton,iot_hue_lighton
4848,and the light began,iot_hue_lighton,iot_hue_lighton
4849,switch on all the lights,iot_hue_lighton,iot_hue_lighton
4850,light up the lights in the kitchen,iot_hue_lighton,iot_hue_lighton
4851,turn the lights on full bright,iot_hue_lighton,iot_hue_lighton
4852,it's dark in here,iot_hue_lighton,iot_hue_lighton
4853,and the darkness has fallen,iot_hue_lighton,iot_hue_lighton
4854,can you put the lights on the high setting,iot_hue_lighton,iot_hue_lighton
4855,lights on,iot_hue_lighton,iot_hue_lighton
4856,switch on the lights,iot_hue_lighton,iot_hue_lighton
4857,turn all lights on,iot_hue_lighton,iot_hue_lighton
4858,It's too dark in here,iot_hue_lighton,iot_hue_lighton
4859,please turn on my balcony lights,iot_hue_lighton,iot_hue_lighton
4860,turn corner light on,iot_hue_lighton,iot_hue_lighton
4861,turn on all upstairs lights,iot_hue_lighton,iot_hue_lighton
4862,it's awfully dark here,iot_hue_lighton,iot_hue_lighton
4863,put the disco lights on,iot_hue_lighton,iot_hue_lighton
4864,i need more light,iot_hue_lightup,iot_hue_lightup
4865,make the light more visible,iot_hue_lightup,iot_hue_lightup
4866,olly brighten the lights,iot_hue_lightup,iot_hue_lightup
4867,can you adjust the lighting for me to be brighter,iot_hue_lightup,iot_hue_lightup
4868,increase the intensity of the lighting in the room,iot_hue_lightup,iot_hue_lightup
4869,i need some more lights,iot_hue_lightup,iot_hue_lightup
4870,can you brighten up the lights please,iot_hue_lightup,iot_hue_lightup
4871,light colour for study room,iot_hue_lightup,iot_hue_lightup
4872,make it brighter in here,iot_hue_lightup,iot_hue_lightup
4873,make lights brightener,iot_hue_lightup,iot_hue_lightup
4874,can you increase the brightness in the room,iot_hue_lightup,iot_hue_lightup
4875,make the lights brighter,iot_hue_lightup,iot_hue_lightup
4876,increase the brightness of the lights,iot_hue_lightup,iot_hue_lightup
4877,can you make the room brighter,iot_hue_lightup,iot_hue_lightup
4878,increase light brightness,iot_hue_lightup,iot_hue_lightup
4879,can you please turn up the lights,iot_hue_lightup,iot_hue_lightup
4880,turn the chandelier all the way up,iot_hue_lightup,iot_hue_lightup
4881,make it brighter in here please,iot_hue_lightup,iot_hue_lightup
4882,increase the brightness of lights bedroom,iot_hue_lightup,iot_hue_lightup
4883,increase the brightness of the light it is hard to see down here,iot_hue_lightup,iot_hue_lightup
4884,raise lights to full power,iot_hue_lightup,iot_hue_lightup
4885,more light please,iot_hue_lightup,iot_hue_lightup
4886,make it brighter,iot_hue_lightup,iot_hue_lightup
4887,bring up all the runner lights,iot_hue_lightup,iot_hue_lightup
4888,slightly raise the light,iot_hue_lightup,iot_hue_lightup
4889,lights up,iot_hue_lightup,iot_hue_lightup
4890,please raise the lights to max,iot_hue_lightup,iot_hue_lightup
4891,please increase the light,iot_hue_lightup,iot_hue_lightup
4892,brighten the lights a little bit,iot_hue_lightup,iot_hue_lightup
4893,increase lighting,iot_hue_lightup,iot_hue_lightup
4894,brighten of lights in living room,iot_hue_lightup,iot_hue_lightup
4895,please make the room brighter,iot_hue_lightup,iot_hue_lightup
4896,retrieve the light for me,iot_hue_lightup,iot_hue_lightup
4897,make this room brighter,iot_hue_lightup,iot_hue_lightup
4898,every light of room increase its intensity,iot_hue_lightup,iot_hue_lightup
4899,brighten the lights in this room,iot_hue_lightup,iot_hue_lightup
4900,please turn up the light a little,iot_hue_lightup,iot_hue_lightup
4901,hey olly turn up the lights a little,iot_hue_lightup,iot_hue_lightup
4902,pull up lights control,iot_hue_lightup,iot_hue_lightup
4903,raise living room lights half way,iot_hue_lightup,iot_hue_lightup
4904,turn up the brightness of the lights,iot_hue_lightup,iot_hue_lightup
4905,it is too dark in here increase the brightness of the lights,iot_hue_lightup,iot_hue_lightup
4906,a little brighter thanks,iot_hue_lightup,iot_hue_lightup
4907,i need the lights raised can you do that,iot_hue_lightup,iot_hue_lightup
4908,increase the light a little,iot_hue_lightup,iot_hue_lightup
4909,brighten up the lighting,iot_hue_lightup,iot_hue_lightup
4910,brighten the lamp next to the sofa,iot_hue_lightup,iot_hue_lightup
4911,turn up the lights please,iot_hue_lightup,iot_hue_lightup
4912,please turn the lights up,iot_hue_lightup,iot_hue_lightup
4913,increase the light,iot_hue_lightup,iot_hue_lightup
4914,add light,iot_hue_lightup,iot_hue_lightup
4915,i can't see turn up the lights,iot_hue_lightup,iot_hue_lightup
4916,lights brighter,iot_hue_lightup,iot_hue_lightup
4917,please put all the lights,iot_hue_lightup,iot_hue_lightup
4918,turn up the brightness,iot_hue_lightup,iot_hue_lightup
4919,raise the lamp's light,iot_hue_lightup,iot_hue_lightup
4920,brighten the lights in the hallway,iot_hue_lightup,iot_hue_lightup
4921,increase lights please,iot_hue_lightup,iot_hue_lightup
4922,switch up the color of the lights in the house,iot_hue_lightup,iot_hue_lightup
4923,brighten the lights in living room,iot_hue_lightup,iot_hue_lightup
4924,turn up the lights in the living room,iot_hue_lightup,iot_hue_lightup
4925,it's a bit dark increase lighting,iot_hue_lightup,iot_hue_lightup
4926,please brighten the lights,iot_hue_lightup,iot_hue_lightup
4927,raise the brightness of the lights,iot_hue_lightup,iot_hue_lightup
4928,up the brightness on these lights,iot_hue_lightup,iot_hue_lightup
4929,turn up lights,iot_hue_lightup,iot_hue_lightup
4930,raise lights,iot_hue_lightup,iot_hue_lightup
4931,can you brighten the lights for me,iot_hue_lightup,iot_hue_lightup
4932,give me more light,iot_hue_lightup,iot_hue_lightup
4933,please set the brightness of lightness appropriately in kitchen,iot_hue_lightup,iot_hue_lightup
4934,more bright,iot_hue_lightup,iot_hue_lightup
4935,brighten the light of hall,iot_hue_lightup,iot_hue_lightup
4936,please turn the lights brighter,iot_hue_lightup,iot_hue_lightup
4937,please raise the light i am not comfortable at this,iot_hue_lightup,iot_hue_lightup
4938,increase light intensity,iot_hue_lightup,iot_hue_lightup
4939,brighten lights in living room,iot_hue_lightup,iot_hue_lightup
4940,can you turn the lights up,iot_hue_lightup,iot_hue_lightup
4941,brighter,iot_hue_lightup,iot_hue_lightup
4942,brighten up the room,iot_hue_lightup,iot_hue_lightup
4943,can we turn up the lights,iot_hue_lightup,iot_hue_lightup
4944,please brighten the room,iot_hue_lightup,iot_hue_lightup
4945,brighten lights,iot_hue_lightup,iot_hue_lightup
4946,please turn up the lights in this room,iot_hue_lightup,iot_hue_lightup
4947,i want more light,iot_hue_lightup,iot_hue_lightup
4948,make the light more brighter,iot_hue_lightup,iot_hue_lightup
4949,please turn the lights up to eight,iot_hue_lightup,iot_hue_lightup
4950,brighten the lights please,iot_hue_lightup,iot_hue_lightup
4951,more lights please,iot_hue_lightup,iot_hue_lightup
4952,bring up lights,iot_hue_lightup,iot_hue_lightup
4953,change up the light colors at home,iot_hue_lightup,iot_hue_lightup
4954,connect to lights,iot_hue_lightup,iot_hue_lightup
4955,increase light,iot_hue_lightup,iot_hue_lightup
4956,make the room brighter,iot_hue_lightup,iot_hue_lightup
4957,spread some lights,iot_hue_lightup,iot_hue_lightup
4958,can you bright the lights please,iot_hue_lightup,iot_hue_lightup
4959,can the lights be turned up,iot_hue_lightup,iot_hue_lightup
4960,make the ceiling lights brighter,iot_hue_lightup,iot_hue_lightup
4961,brighten more light,iot_hue_lightup,iot_hue_lightup
4962,turn out the lights,iot_hue_lightup,iot_hue_lightup
4963,i can't see let's make it brighter,iot_hue_lightup,iot_hue_lightup
4964,brighten the lights on the front porch,iot_hue_lightup,iot_hue_lightup
