,text,label
5189,My card payment wasn't accepted.,declined_card_payment
5190,Why can't I use my card?,card_not_working
5191,Can I order another card?,getting_spare_card
5192,How to a go about ordering a disposable virtual card?,get_disposable_virtual_card
5194,I have left my card at my parents house. Can you send me a spare one please to use in the meantime?,getting_spare_card
5195,Can I get a Visa or Mastercard?,visa_or_mastercard
5196,i put money on my card and i dont see it on the balance,pending_top_up
5199,I noticed an extra pound charge?,extra_charge_on_statement
5200,Do you deliver the PIN separately?,get_physical_card
5201,Someone took my card without permission,lost_or_stolen_card
5202,Why was I charged a fee for my withdrawal?,cash_withdrawal_charge
5204,I use GBP for my salary deposits. Must I set this up somewhere?,receiving_money
5205,I'd prefer a Mastercard.,visa_or_mastercard
5209,What steps should I take before my card expires?,card_about_to_expire
5210,Extra charge during transfer,transfer_fee_charged
5212,"There must have been a mistake, why was I charged an extra pound?",extra_charge_on_statement
5223,Your exchange rates come from where?,exchange_rate
5225,What does it mean if it says that my payment is pending?,pending_card_payment
5227,"My card is going to expire, what do I do?",card_about_to_expire
5228,What currencies are accepted to add money?,supported_cards_and_currencies
5230,How can I receive a virtual card?,getting_virtual_card
5231,I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly.,reverted_card_payment?
5235,"My PIN is not working, can you help?",pin_blocked
5238,What does it mean if my payment was reverted?,reverted_card_payment?
5239,I forgot the code I need to get into the app.,passcode_forgotten
5240,how come i was declined,declined_cash_withdrawal
5242,What am i missing to verify my id?,unable_to_verify_identity
5243,I cant find my card.,lost_or_stolen_card
5244,How can I reset my PIN?,change_pin
5247,My card payment has failed.,declined_card_payment
5251,"My top-up hasn't gone through, what happened?",top_up_failed
5252,Can I track the card that was just sent to me?,card_arrival
5253,I would like a card please.,order_physical_card
5254,Can I transfer my salary onto here?,receiving_money
5257,What are the limitations on the disposable cards?,disposable_card_limits
5258,My card isn't here yet.,card_arrival
5260,What are the reasons why a card payment would be declined?,declined_card_payment
5265,Why are you charging me a transfer fee?,transfer_fee_charged
5268,What's the earliest time to receive my card?,card_delivery_estimate
5270,Will I get charged fees when I add money with an international card?,top_up_by_card_charge
5273,"Is there something wrong with my card payment? It's been pending a really, really long time.",pending_card_payment
5274,How long does it take to recieve my new card?,card_arrival
5277,"I want to add money to my international card, so are there any fees charged to do this?",top_up_by_card_charge
5278,passcode retrieval,passcode_forgotten
5280,Why is my payment in pending status?,pending_card_payment
5281,What are the places that you deliver cards to?,order_physical_card
5282,why has a transaction to a friend been delayed?,transfer_not_received_by_recipient
5283,Why are my payments not working and show pending?,pending_card_payment
5284,are you sending me my card?,card_delivery_estimate
5285,There are charges on my card that I haven't purchased.,compromised_card
5286,I just got married and I need to change my name,edit_personal_details
5287,Is it possible for me to top up with cash?,top_up_by_cash_or_cheque
5289,Are cheques accepted for a top up?,top_up_by_cash_or_cheque
5294,I would like to link my card to my account.,card_linking
5295,What is the process for setting up and account for my child?,age_limit
5304,Can you please tell me why my transfer failed?,failed_transfer
5307,I have a second credit card from the US. Will you take it?,supported_cards_and_currencies
5308,Where are cards available to order?,order_physical_card
5311,I think a payment I made with a card was cancelled.,reverted_card_payment?
5313,Can I choose when my card is delivered?,card_delivery_estimate
5316,Can I electronically transfer funds into my account from my American Express?,supported_cards_and_currencies
5317,What may be the reason that my transfer did not go through?,failed_transfer
5318,Does it cost anything to top up?,top_up_by_card_charge
5319,Can you tell me the status of my new card?,lost_or_stolen_card
5321,"my card payment has been declined, do you know why?",declined_card_payment
5322,If I have a credit card with you how I get set up to link to it?,card_linking
5324,Why are you charging fees on cash withdrawals? I went to withdraw some money earlier today after buying groceries. There's a fee that wasn't there before.,cash_withdrawal_charge
5326,I tried paying with my disposable virtual card earlier but it was rejected. What can I do to fix this?,virtual_card_not_working
5327,Do you accept any card and currency?,supported_cards_and_currencies
5330,Is there any age limit?,age_limit
5331,I tried to do a transfer but it didn't go through.,failed_transfer
5335,How long does it take for a new card to ship?,card_arrival
5337,I transferred money from one account to another account and I charged a fee for it. Why is that?,transfer_fee_charged
5338,I couldn't make a transfer,failed_transfer
5342,Which cards do you support for top up?,supported_cards_and_currencies
5343,How do I get a disposable virtual card as well?,get_disposable_virtual_card
5344,How do I actually obtain a card myself?,order_physical_card
5345,I need to add my new address now that I've moved.,edit_personal_details
5346,My top-up never worked,top_up_failed
5347,I'd like to provide my daughter with a card - could I get an additional card from my account to give her?,getting_spare_card
5351,my pin hasn't arrived in the post! How do I cancel it or get a new one?,get_physical_card
5356,My salary is deposited in GBP. Do I need to choose the currency?,receiving_money
5357,I just moved. How do I give you my new address?,edit_personal_details
5360,How do I track the card you sent me?,card_arrival
5361,How long will this take to get to me?,card_delivery_estimate
5364,My card won't physically work.,card_not_working
5367,why is my top up failing,top_up_failed
5368,"It seems I've suddenly been charged for my recent ATM cash withdrawal. What's up with that? I though withdrawals are free, you never charged me so far!",cash_withdrawal_charge
5370,Where can I find information about where my money came from?,verify_source_of_funds
5373,I am on vacation in Spain and need to change my pin.,change_pin
5376,Am I allowed to transfer money to a beneficiary?,beneficiary_not_allowed
5377,I believe my card payment were reverted,reverted_card_payment?
5378,"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",lost_or_stolen_card
5379,"A card has been sent to me, how do I track it?",card_arrival
5382,"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",transfer_not_received_by_recipient
5384,I thought transfers were free. Why was I charged to transfer?,transfer_fee_charged
5385,How many disposable cards am I allowed to have?,disposable_card_limits
5386,I can't seem to figure out why my transfers are getting declined.,declined_transfer
5390,How many purchases can I make with one disposable card?,disposable_card_limits
5392,I cannot see the card PIN anywhere?,get_physical_card
5393,A payment is pending,pending_card_payment
5395,Why is my card being declined at the ATM? I have tried multiple ATMs and i keep running into the same problem. Could you verify that everything is okay with my account?,declined_cash_withdrawal
5397,How long will my top-up be pending?,pending_top_up
5400,I bought something online and it says there was a fee to transfer money. Isn't that free?,transfer_fee_charged
5402,Tell me what I should do after my card expires.,card_about_to_expire
5403,Can I top-up by cheque?,top_up_by_cash_or_cheque
5404,need to know where money comes from,verify_source_of_funds
5405,Why is there a fee on my money transfer?,transfer_fee_charged
5408,"Um, my top up didn't work",top_up_failed
5410,"went somewhere else, need to change details",edit_personal_details
5413,"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",lost_or_stolen_card
5414,Can I choose the day it's delivered?,card_delivery_estimate
5415,Why did using an ATM cause me to be charged an additional fee?,cash_withdrawal_charge
5417,Can i receive transfers from my employer this way?,receiving_money
5418,My card seems to not be working at all.,card_not_working
5419,"If my PIN number is rejected, how do I solve it?",pin_blocked
5421,Hi I'm sending some money over to an investment bank I do business and the transaction is being rejected. I'm not sure why as I think I have the right details.,failed_transfer
5422,"Suddenly, my card won't work.",card_not_working
5425,"I've got a weird problem: I purchased something a week or maybe it was two weeks ago, and the funds have come back into my account! Can you explain this?",reverted_card_payment?
5428,My card stopped working after multiple transactions. Why?,card_not_working
5429,HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it?,reverted_card_payment?
5431,Is my daughter eligible to open an account?,age_limit
5432,How do I change my account details?,edit_personal_details
5433,How do I stop fraud to my account?,compromised_card
5434,Can I verify my top-up card?,verify_top_up
5436,Why was there a fee when I pulled cash?,cash_withdrawal_charge
5437,I am waiting for a payment to be processed,pending_card_payment
5439,Why does it say my transfer failed?,failed_transfer
5441,I have not been able to use this card.,card_not_working
5442,I want to apply for a Visa card.,visa_or_mastercard
5443,My card payment has been cancelled,reverted_card_payment?
5444,"I transferred money, why was charged for an extra fee?",transfer_fee_charged
5445,I'm still awaiting for the completion of the transaction.,transfer_not_received_by_recipient
5449,Show me where to order my card.,order_physical_card
5450,I am worried about fees for top up cards?,top_up_by_card_charge
5451,Why have I been charged an extra £1?,extra_charge_on_statement
5452,"I'm locked out of my account as I can't remember my code, what do I do now?",passcode_forgotten
5453,Is it possible to get both Visa and Mastercard from you?,visa_or_mastercard
5455,How old do kids have to be to open an account?,age_limit
5456,Can I start an account for my kids?,age_limit
5457,"I can't find my card, it is lost.",lost_or_stolen_card
5460,Under what condition will my payment revert?,reverted_card_payment?
5462,I prefer mastercard.,visa_or_mastercard
5463,how do I find the code to verify the top up card?,verify_top_up
5464,My transfer to an account failed.,beneficiary_not_allowed
5465,I dont have identification,unable_to_verify_identity
5466,Could you explain your rules for ATM fees?,cash_withdrawal_charge
5467,Why can't I get cash out?,declined_cash_withdrawal
5471,I don't have a password.,passcode_forgotten
5472,I couldnt transfer money from my account.,failed_transfer
5475,Why would the app revert my payment?,reverted_card_payment?
5477,Why did the transfer fail when I attempted to do it earlier?,failed_transfer
5478,I was declined when trying to withdrawal cash!,declined_cash_withdrawal
5479,The app doesn't think that I am myself,unable_to_verify_identity
5482,For what reason did my top-up fail?,top_up_failed
5487,Why am I charged whenever I withdraw cash?,cash_withdrawal_charge
5490,Why can't I see my funds after I topped up?,pending_top_up
5492,Why was I charged for withdrawing cash?,cash_withdrawal_charge
5495,"I hate this ATM, it charged me an extra fee, Why did it charge?",cash_withdrawal_charge
5496,How long do you have to wait to see your virtual card your ordered?,getting_virtual_card
5500,I was under the impression that transfers were going to be free and here I was charged for something I bought overseas!  I don't think this fee is right,transfer_fee_charged
5501,There is a charge for an additional pound.,extra_charge_on_statement
5502,Are new cards available from China?,card_about_to_expire
5505,"I already paid to top-up but the funds aren't available yet, where are they?",pending_top_up
5506,Can I get an account for my daughter?,age_limit
5507,How will I know what the exchange rate is?,exchange_rate
5508,How do I get a virtual card on my device?,getting_virtual_card
5509,Will there be extra charges regarding to adding money into my international card?,top_up_by_card_charge
5511,What's the youngest I can be to open an account?,age_limit
5515,I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,top_up_failed
5518,Why is my transfer more expensive than I thought?,transfer_fee_charged
5523,Is there a limit on how many times I can use a disposable card?,disposable_card_limits
5524,"Help, I need to top up my account. Where do I send a check?",top_up_by_cash_or_cheque
5525,What are the age limits for your service?,age_limit
5526,Why didn't my card payment work?,declined_card_payment
5527,Do I get to have one of those virtual cards I've heard about?,getting_virtual_card
5531,I can't use my card because it is not working.,card_not_working
5533,Why is my payment still pending?,pending_card_payment
5535,How many active transactions can I make with a disposable card?,disposable_card_limits
5540,What happened to my Top-Up? It's not reflected.,pending_top_up
5542,My account is  new  why can I  not top up,pending_top_up
5543,I do not know why I was charged for the $1 transaction.,extra_charge_on_statement
5545,Where should I look for my PIN number at?,get_physical_card
5549,Do you have a list of cards and currencies you support?,supported_cards_and_currencies
5553,When will my top-up go through?,pending_top_up
5554,I have two of the same charges on my account!,transaction_charged_twice
5555,I am having problems with a top-up.,top_up_failed
5556,Can I use visa or mastercard with your service,visa_or_mastercard
5558,"I just looked at my app and it seems I was charged extra, why is that?",extra_charge_on_statement
5559,Do the disposable cards have any restrictions?,disposable_card_limits
5561,"I attempted to top up my car today, it failed! I just got it a couple of days before and it worked then. What is going on with it?",top_up_failed
5562,What should I do if I think there are unauthorized transactions?,compromised_card
5563,WHAT IS THE REASON FOR THAT,card_not_working
5567,How much is it to send out additional cards?,getting_spare_card
5568,When are you going to transfer the money?,transfer_not_received_by_recipient
5572,How can I link the new card?,card_linking
5573,I am not able to verify my id. Why?,unable_to_verify_identity
5574,WHAT IS THE SOLUTION OF THIS PROBLEM,card_arrival
5576,How long will it take to receive my money from my transfer transaction?,transfer_not_received_by_recipient
5578,"Help, I don't see my money i just added.",pending_top_up
5579,How can I configure what currency my salary is in if it's in GBP?,receiving_money
5590,During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?,transfer_fee_charged
5591,how much for a physical card?,order_physical_card
5592,I was charged too many times for one transaction.,transaction_charged_twice
5594,There is a payment that has not processed.,pending_card_payment
5597,Why was I charged an extra fee when doing a transfer?,transfer_fee_charged
5598,"I need to change my name, since i just got married",edit_personal_details
5599,I want to top up by cheque,top_up_by_cash_or_cheque
5600,Can I use check to deposit?,top_up_by_cash_or_cheque
5602,Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?,transfer_not_received_by_recipient
5603,I attemped a transfer and it didn't go through.,failed_transfer
5604,What should I do?  My card has been stolen!,lost_or_stolen_card
5607,How long will it take to deliver to the US?,card_delivery_estimate
5608,How to order my card?,order_physical_card
5609,I need more physical cards.,getting_spare_card
5610,How can it be that my Card is not functioning anymore?,card_not_working
5612,I need to make multiple disposable cards in a day.,disposable_card_limits
5617,My payment came back for something i'm trying to buy online? it's been doing it for two weeks.  do you know what the issue is?,reverted_card_payment?
5622,Why did you cancel my card payment?,reverted_card_payment?
5623,My Virtual card was rejected for a car rental. Why?,virtual_card_not_working
5625,Could you please tell me why my card payment didn't work?,declined_card_payment
5627,How come the money from the merchant appeared back into my account?,reverted_card_payment?
5628,I've been trying to make a transfer and it hasn't gone through. Now I am receiving an error message.  What is the problem?,beneficiary_not_allowed
5629,Please delete the duplicate payment that was made to my account. One payment is still pending and I do not want to pay twice.,transaction_charged_twice
5630,When can I expect my new card to get here?,card_delivery_estimate
5631,I have a duplicate payment on my card.,transaction_charged_twice
5632,The card payment didn't work,reverted_card_payment?
5633,I need to know how much it costs to transfer funds.,transfer_fee_charged
5635,Are there certain cards and currencies you support?,supported_cards_and_currencies
5637,What is the point of verifying a top up?,verify_top_up
5638,Can I have more than 2 disposable cards?,disposable_card_limits
5642,How can I obtain a disposable virtual card?,get_disposable_virtual_card
5644,Did  my transfer fail?,failed_transfer
5648,One of my card payments has reverted,reverted_card_payment?
5649,Card payment has be declined.,reverted_card_payment?
5650,How long will my most recent transfer take to go through? The recipient needs the money urgently.,transfer_not_received_by_recipient
5652,"I would like to make a purchase, however my card has been declined. I would like to ask the reason for this. The past two weeks, the card has been working fine.",reverted_card_payment?
5658,My transfer failed when I tried.,failed_transfer
5659,Are extra cards free?,getting_spare_card
5660,Help my prove my identity.,unable_to_verify_identity
5661,where do you find your exchange rates?,exchange_rate
5662,Can I change my PIN without going to a bank?,change_pin
5665,I got a €1 extra fee in my statement,extra_charge_on_statement
5666,"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient
5667,Which currencies do you work with?,supported_cards_and_currencies
5671,"My PIN can't access my card, can you help?.",pin_blocked
5672,"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up.",beneficiary_not_allowed
5675,"After reviewing my charges, I see I was charged a fee for a transfer I did, why?",transfer_fee_charged
5679,Why do I get a fee every time I transfer?,transfer_fee_charged
5681,Why was a payment cancelled on my account?,reverted_card_payment?
5682,"My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card.",transaction_charged_twice
5683,Seems like my card payment has been cancelled,reverted_card_payment?
5684,how much to get my card in 2 days?,card_delivery_estimate
5685,I got a new address and need to change my old one.,edit_personal_details
5686,Why was my atm withdrawl declined,declined_cash_withdrawal
5687,Will I be able to get both a visa and a mastercard?,visa_or_mastercard
5689,"i accidentally entered in my retailers information, what should i do next",transfer_not_received_by_recipient
5690,How do I order a card?,order_physical_card
5691,Can you tell me what the disposable cards are used for?,get_disposable_virtual_card
5692,Do I have to pay extra if I use an international card to top up my account?,top_up_by_card_charge
5693,Seems like my top-up has failed,top_up_failed
5694,How old do my kids need to be to open an account?,age_limit
5695,Why is there a payment showing twice?,transaction_charged_twice
5699,Tell me why my transfer was declined.,declined_transfer
5701,Is there a reason behind why my transfer did not work?,failed_transfer
5703,Is there a reason my new card hasn't arrived yet?,card_arrival
5704,I was informed that transfers were free. I noticed I have a fee but why?,transfer_fee_charged
5708,Can I give a second card for this account to my daughter?,getting_spare_card
5710,I have a payment that has not gone through yet,pending_card_payment
5711,Can you please tell me where my card is? I ordered it 2 weeks ago!,card_arrival
5712,I tried to make a transfer but it failed. will you tell me why?,failed_transfer
5713,Help me order a new card that's going to be expired soon.,card_about_to_expire
5715,I just had a look at my statement. Why have I been changed for using the ATM?,cash_withdrawal_charge
5717,I prefer Mastecard.,visa_or_mastercard
5718,I just sent money but the person I sent it to doesn't see it. What happened?,transfer_not_received_by_recipient
5719,My transfer didn't arrive to the recipient,transfer_not_received_by_recipient
5726,Is it possible for me to track the card is was mailed to me?,card_arrival
5728,Is there a way I can get a Visa card?,visa_or_mastercard
5729,Is there an exchange rate?,exchange_rate
5733,"My card will expire soon, do I need to order a new one?",card_about_to_expire
5735,My card payment did not go through.,declined_card_payment
5739,Looks like my card payment was cancelled.,reverted_card_payment?
5742,What would the age limit be?,age_limit
5743,If my card becomes expired what can I do?,card_about_to_expire
5744,is there a charge on withdrawals?,cash_withdrawal_charge
5747,"After inputting the wrong pin too many times, can you now help me unblock my pin?",pin_blocked
5748,"I still haven't received my card after two weeks, is it lost?",card_arrival
5749,Is there anyway to use a cheque to top up?,top_up_by_cash_or_cheque
5752,"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?",lost_or_stolen_card
5753,Are there downsides to using a disposable virtual cards?,disposable_card_limits
5754,Tell me why I need top-up to be verified?,verify_top_up
5755,Am I able to get this shipped to China?,card_about_to_expire
5757,"Is there a fee when I get cash from an ATM? Is there a limit I can take out? If there is a fee, what is it?",cash_withdrawal_charge
5758,At what age can I open an account?,age_limit
5760,What is my source of funds?,verify_source_of_funds
5762,Can friends send me money?,receiving_money
5765,I tried to do a transfer but I got a message that it was declined.,declined_transfer
5766,I need to make a transfer but it keeps getting declined I need Help!,declined_transfer
5768,I am unable to use my card.,card_not_working
5769,I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?,transfer_fee_charged
5770,I have double-checked all of my recipient details but for some reason all of my transfers keep getting declined. I have no clue as to why.,declined_transfer
5771,Can I change my PIN if I want to?,change_pin
5772,How many cards can I have?,getting_spare_card
5773,Why i'm I being charged an extra pound,extra_charge_on_statement
5774,I did a transfer and I was charged a fee that shouldn't be there!,transfer_fee_charged
5775,How do I report my card as lost or stolen?,lost_or_stolen_card
5777,I can't withdraw any money from my account. Ive tried a couple different ATM machines and both of them wouldn't give me my money. What's going on? Is my account frozen or something?,declined_cash_withdrawal
5778,My card doesn't seem to work anymore,card_not_working
5780,I can't log in with this passocde,passcode_forgotten
5781,"Could not complete transfer, states 'declined'",declined_transfer
5782,"I've obtained the card, how do I enable it on the app?",card_linking
5783,Why won't you accept my payment? I keep trying with this card and it's not working.,declined_card_payment
5788,How can I go about getting a disposable virtual card?,get_disposable_virtual_card
5789,Why have I all of a sudden been charged for my ATM withdrawal? I thought the withdrawals were free because this is the first time I've ever had this problem.,cash_withdrawal_charge
5790,"Can you send me a Mastercard, instead of a Visa?",visa_or_mastercard
5791,Are there any specific cash machines that I have to go to in order to change my PIN?,change_pin
5792,My card rejected a cash withdrawal. Why?,declined_cash_withdrawal
5795,"I just saw a charge for a cash withdrawal that I made! ATM withdrawals have always been free in the past, so why is there suddenly a charge? What is it going to cost me now?",cash_withdrawal_charge
5796,Is my card lost? I am still waiting for it to be delivered.,card_arrival
5797,What fees do you charge for the standard card?,order_physical_card
5802,What does my daughter need to open an account?,age_limit
5803,"I want to deposit funds, what payments are accepted?",supported_cards_and_currencies
5804,I need to know where do my funds come from,verify_source_of_funds
5807,Can I get both a Visa and a Mastercard from you?,visa_or_mastercard
5808,Can I add a card back to the app?,card_linking
5810,My card couldn't pay in a shop.,declined_card_payment
5811,Why was I unable to finish this transfer?,failed_transfer
5812,"Changed details is essential, what steps do I take to do so?",edit_personal_details
5814,Would it be possible for me to get a second card?,getting_spare_card
5815,Will you send me a new card in China?,card_about_to_expire
5816,Can I get my card fast tracked?,card_delivery_estimate
5819,My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,transfer_not_received_by_recipient
5820,Do you offer account's for minors?,age_limit
5821,when will my transfer arrive,transfer_not_received_by_recipient
5824,Why was my cash withdrawal cancelled at the ATM?,declined_cash_withdrawal
5825,What is the system for determining the exchange rate?,exchange_rate
5826,Is it possible to change my PIN?,change_pin
5832,My statement shows and extra 1$ that was charged to it and I would like to know why.,extra_charge_on_statement
5835,Why would a merchant revert my payment?,reverted_card_payment?
5836,What should I do if my card doesn't work?,card_not_working
5837,"My card will expire next month, will I need to order a new one?",card_about_to_expire
5841,Is it possible to order a virtual card?,getting_virtual_card
5842,What should I do when my card reaches its expiry date?,card_about_to_expire
5843,I don't see the transaction I made to a friend on my account.,transfer_not_received_by_recipient
5844,"Hey, I got charged extra for some reason when I purchased an app. Is this a hidden fee or something? I don't think it's very cool.",extra_charge_on_statement
5845,What cards do you accept to top up my account?,supported_cards_and_currencies
5846,"I'm trying to verify my top up card, how do I do that?",verify_top_up
5847,I received my new card.  Where is it in the app?,card_linking
5849,What do you use disposable cards on?,get_disposable_virtual_card
5851,Set a new PIN please.,change_pin
5852,A percentage fee was charged to my withdrawal.,cash_withdrawal_charge
5853,I can't find any option to top up with a cheque?,top_up_by_cash_or_cheque
5854,Why does my transfer keep generating an error message?,beneficiary_not_allowed
5856,Why am I being declined?,declined_card_payment
5857,I cant transfer money into my account,beneficiary_not_allowed
5860,I think that the card is stolen.  What are my next steps?,lost_or_stolen_card
5862,Do the disposable cards have a transaction limit?,disposable_card_limits
5863,What is the present state of the exchange rate?,exchange_rate
5865,Why is my physical card not working?,card_not_working
5869,Can you give me the restrictions of the disposable cards?,disposable_card_limits
5870,"This is frustrating, I'm at work and my transfers are not going through. I keep getting an error message, I do not have time for this.",beneficiary_not_allowed
5871,I need another card for a member of my family. Is this possible? How soon can I get one?,getting_spare_card
5873,How can I receive my salary with a different currency?,receiving_money
5879,How can I get a virtual card for a one-time transaction?,get_disposable_virtual_card
5881,My card is due to expire,card_about_to_expire
5882,How come my card payment is still pending?,pending_card_payment
5889,I used my pin too many times.,pin_blocked
5890,I am under the impression that my top up is still pending,pending_top_up
5892,Can you help me? I have a duplicate transaction on my account and I don't understand why.,transaction_charged_twice
5893,I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,declined_transfer
5896,want to know how to get virtual card,getting_virtual_card
5898,Can it be delivered on a certain date?,card_delivery_estimate
5901,What should I do if my card is stolen?,lost_or_stolen_card
5902,Are there top up charges for US cards?,top_up_by_card_charge
5903,Why hasn't the transaction I did to my friend arrived yet?,transfer_not_received_by_recipient
5904,What are these disposable virtual cards all about?,get_disposable_virtual_card
5905,how come my transfer declined,declined_transfer
5906,How do I go about getting hold of a virtual card?,getting_virtual_card
5909,Do I have a choice for a Mastercard?,visa_or_mastercard
5910,Why did I get a fee from the ATM?,cash_withdrawal_charge
5911,Why would there be an extra charge on my app?,extra_charge_on_statement
5913,Will my money be of equal value when I travel abroad?,exchange_rate
5918,Are there any limits if I use these virtual cards?,disposable_card_limits
5919,Can i have a virtual card?,getting_virtual_card
5921,Where do you deliver cards to?,order_physical_card
5922,How can I receive money from my friend?,receiving_money
5924,How do I reactivate my card?,card_linking
5927,Where do I go to order my card?,order_physical_card
5928,Is there a number to call to get my pin unblocked?,pin_blocked
5929,how can i transfer money from american express card,supported_cards_and_currencies
5930,"i needed money for a night out with the girls but i was declined, why?",declined_cash_withdrawal
5931,Where do I go to get my new card linked?,card_linking
5933,Can my salary be received here?,receiving_money
5934,Which atms allow me to change my pin?,change_pin
5936,I don't think I was supposed to be charged so much.,transfer_fee_charged
5938,"I froze my account, but how do I order a replacement card?",compromised_card
5939,How do I contact customer support about my declined transfer?,declined_transfer
5941,How can I top up with a cheque?,top_up_by_cash_or_cheque
5942,Why is there a charge for my transfer?,transfer_fee_charged
5945,Why are there additional fees for transfers?,transfer_fee_charged
5946,Why did I get charged twice for the same thing,transaction_charged_twice
5947,I made a payment that seems to be stuck. It's been a couple of days already. Can you tell me how long it will take?,pending_card_payment
5950,is there something blocking me from making transfers,beneficiary_not_allowed
5951,Can I get information on topping up?,top_up_by_card_charge
5952,Why do I have two charges It should only be one charge?,transaction_charged_twice
5953,How can I obtain a virtual card?,getting_virtual_card
5954,Why was I charged extra on my app?,extra_charge_on_statement
5955,What's taking my top-up so long?,pending_top_up
5957,Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,top_up_failed
5959,Can I change my PIN at any cash machines?,change_pin
5960,"I am looking to get a Visa credit card, what must I do to achieve this?",visa_or_mastercard
5964,Why am I not allowed to add a certain beneficiary?,beneficiary_not_allowed
5965,Where do you mail physical cards?,order_physical_card
5966,Can you tell me where  can change my PIN?,change_pin
5968,Why is there a charge when I took out money?,cash_withdrawal_charge
5970,I ordered a card and would like to know how to track the delivery progress of it.,card_arrival
5971,Is it possible to get both a Visa and a Mastercard?,visa_or_mastercard
5977,My physical card is not working,card_not_working
5978,I think there is a mistake.  I am being charged twice.,transaction_charged_twice
5979,One of my card payments looks like it's stuck but I have made the payment days ago. How long until the payment will be applied to my account?,pending_card_payment
5981,What was the $1 charge for on my statement?,extra_charge_on_statement
5984,Can you provide information for freezing my card immediately?,lost_or_stolen_card
5985,The app can't verify my information for identity proofing purposes.,unable_to_verify_identity
5987,Why was my card payment reversed?,reverted_card_payment?
5989,"Help me please, I need to top up cash.",top_up_by_cash_or_cheque
5991,"I got a new card, how do I link it?",card_linking
5992,Transfers are supposed to be free.  I just got a fee tacked on  to something I bought abroad.  Not cool.  Figure out how to remove it.,transfer_fee_charged
5995,How can I change my password?,passcode_forgotten
5996,Who do I make a check out to if I want to top off my account?,top_up_by_cash_or_cheque
5998,I have a pending payment on my card.  Why?,pending_card_payment
6000,How do I link one of your card that I already have?,card_linking
6001,"I tried to make a withdrawal from the ATM, but it was cancelled.",declined_cash_withdrawal
6002,"I have made a payment by my card, and its still pending since a long time. Could you please tell me when it will process.",pending_card_payment
6004,how much does it cost to add money,top_up_by_card_charge
6005,I can't find the top-up card verification code.,verify_top_up
6006,The transger I tried to make failed.,failed_transfer
6007,"I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here?",reverted_card_payment?
6010,What to do if my card has been used without my permission?,compromised_card
6011,I have a duplicate charge,transaction_charged_twice
6015,What kind of cards are supported?  What currency?,supported_cards_and_currencies
6017,The top-up I ordered didn't process.,top_up_failed
6020,Why are my withdrawals suddenly being declined?,declined_cash_withdrawal
6023,I've been trying to do a transfer multiple times and have failed? Is the system down?,failed_transfer
6028,Is there a way to verify a card top-up?,verify_top_up
6029,What's up with the fee for getting cash?,cash_withdrawal_charge
6030,I have a service fee that I've never seen before. It showed up after I bought something from an international seller online.,transfer_fee_charged
6032,Do you accept Mastercard?,supported_cards_and_currencies
6034,My friend would like to send me money. What are the options available to them?,receiving_money
6035,"Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing.",declined_cash_withdrawal
6037,Why was my card declined?,declined_card_payment
6038,Do you have a children account available?,age_limit
6039,Is there a fee that comes with transfers?,transfer_fee_charged
6041,Why would I be charged an extra fee while doing a transfer?,transfer_fee_charged
6042,How can I see the progress of delivery of the card that was sent?,card_arrival
6043,"I don't understand what a disposable virtual card is, can you help?",get_disposable_virtual_card
6045,There is a payment that i made that i noticed has not gone thru yet. Can i ask why?,pending_card_payment
6047,Why did you charge a fee when I withdrew from an ATM?,cash_withdrawal_charge
6049,Why am I being charged for ATM fees?,cash_withdrawal_charge
6051,"
Do I need to go to a physical bank to change my PIN?",change_pin
